datetime,open,high,low,close,volume,dividends,stock splits
2024-11-01 11:25:00-04:00,252.82000732421875,253.00999450683594,252.5399932861328,252.6199951171875,356376,0.0,0.0
2024-11-01 11:30:00-04:00,252.6320037841797,252.99000549316406,252.2200927734375,252.73719787597656,718010,0.0,0.0
2024-11-01 11:35:00-04:00,252.75999450683594,252.78379821777344,252.10000610351562,252.47999572753906,371831,0.0,0.0
2024-11-01 11:40:00-04:00,252.4199981689453,252.5399932861328,251.0800018310547,251.22999572753906,844521,0.0,0.0
2024-11-01 11:45:00-04:00,251.22950744628906,251.4499969482422,250.64999389648438,250.89500427246094,790393,0.0,0.0
2024-11-01 11:50:00-04:00,250.88999938964844,251.05990600585938,250.21009826660156,250.69000244140625,876760,0.0,0.0
2024-11-01 11:55:00-04:00,250.70880126953125,250.72999572753906,250.11000061035156,250.25799560546875,452826,0.0,0.0
2024-11-01 12:00:00-04:00,250.2550048828125,250.60000610351562,250.0,250.59829711914062,791926,0.0,0.0
2024-11-01 12:05:00-04:00,250.57730102539062,250.9199981689453,250.25999450683594,250.89999389648438,447024,0.0,0.0
2024-11-01 12:10:00-04:00,250.9019012451172,251.05999755859375,250.70010375976562,250.8300018310547,224672,0.0,0.0
2024-11-01 12:15:00-04:00,250.30999755859375,250.32000732421875,248.6999969482422,248.9774932861328,1650272,0.0,0.0
2024-11-01 12:20:00-04:00,248.9600067138672,249.49000549316406,248.75,249.3018035888672,613303,0.0,0.0
2024-11-01 12:25:00-04:00,249.32000732421875,249.4499969482422,248.7200927734375,249.25,499093,0.0,0.0
2024-11-01 12:30:00-04:00,248.25999450683594,249.2845001220703,248.14999389648438,248.75,968410,0.0,0.0
2024-11-01 12:35:00-04:00,248.76499938964844,249.0399932861328,248.30999755859375,248.6999969482422,565612,0.0,0.0
2024-11-01 12:40:00-04:00,248.6999969482422,248.6999969482422,247.41000366210938,247.5,944537,0.0,0.0
2024-11-01 12:45:00-04:00,247.66000366210938,247.7698974609375,247.1999969482422,247.20179748535156,800144,0.0,0.0
2024-11-01 12:50:00-04:00,247.22000122070312,247.7698974609375,247.1300048828125,247.2100067138672,618288,0.0,0.0
2024-11-01 12:55:00-04:00,247.2174072265625,247.5299072265625,246.75840759277344,246.9499969482422,812178,0.0,0.0
2024-11-01 13:00:00-04:00,246.89999389648438,247.33999633789062,246.67999267578125,247.1649932861328,625285,0.0,0.0
2024-11-01 13:05:00-04:00,247.1300048828125,247.4698028564453,246.6300048828125,246.89610290527344,814179,0.0,0.0
2024-11-01 13:10:00-04:00,246.85989379882812,247.75990295410156,246.75,247.6237030029297,635187,0.0,0.0
2024-11-01 13:15:00-04:00,247.63999938964844,247.8800048828125,247.5399932861328,247.80499267578125,339983,0.0,0.0
2024-11-01 13:20:00-04:00,247.82000732421875,248.39999389648438,247.6699981689453,248.30999755859375,500325,0.0,0.0
2024-11-01 13:25:00-04:00,248.32000732421875,248.67999267578125,248.16000366210938,248.54550170898438,685008,0.0,0.0
2024-11-01 13:30:00-04:00,248.51010131835938,248.716796875,247.75010681152344,247.91000366210938,633229,0.0,0.0
2024-11-01 13:35:00-04:00,247.89500427246094,248.08880615234375,247.4001007080078,247.50990295410156,497556,0.0,0.0
2024-11-01 13:40:00-04:00,247.51589965820312,247.51589965820312,247.1199951171875,247.25999450683594,326246,0.0,0.0
2024-11-01 13:45:00-04:00,247.277099609375,247.52999877929688,247.08999633789062,247.29010009765625,323683,0.0,0.0
2024-11-01 13:50:00-04:00,247.3531951904297,247.92999267578125,247.32000732421875,247.72999572753906,332681,0.0,0.0
2024-11-01 13:55:00-04:00,247.72999572753906,247.77000427246094,246.81179809570312,246.86940002441406,594489,0.0,0.0
2024-11-01 14:00:00-04:00,246.86000061035156,247.47999572753906,246.82000732421875,247.3699951171875,490836,0.0,0.0
2024-11-01 14:05:00-04:00,247.33299255371094,247.36990356445312,246.82000732421875,247.22000122070312,384207,0.0,0.0
2024-11-01 14:10:00-04:00,247.1999053955078,247.6999969482422,246.88009643554688,247.63499450683594,411803,0.0,0.0
2024-11-01 14:15:00-04:00,247.61000061035156,247.93850708007812,247.50999450683594,247.50999450683594,368671,0.0,0.0
2024-11-01 14:20:00-04:00,247.53990173339844,248.1199951171875,247.32000732421875,248.0800018310547,434200,0.0,0.0
2024-11-01 14:25:00-04:00,248.08770751953125,248.3800048828125,247.9499969482422,248.22500610351562,402233,0.0,0.0
2024-11-01 14:30:00-04:00,248.1800994873047,248.3800048828125,248.0,248.34500122070312,355091,0.0,0.0
2024-11-01 14:35:00-04:00,248.34080505371094,248.3800048828125,247.77000427246094,248.0399932861328,327365,0.0,0.0
2024-11-01 14:40:00-04:00,248.0749969482422,248.30990600585938,247.72999572753906,248.0363006591797,308895,0.0,0.0
2024-11-01 14:45:00-04:00,248.02000427246094,248.1300048828125,247.5399932861328,247.66000366210938,330844,0.0,0.0
2024-11-01 14:50:00-04:00,247.6999969482422,247.89999389648438,247.60000610351562,247.6300048828125,244840,0.0,0.0
2024-11-01 14:55:00-04:00,247.68980407714844,248.11000061035156,247.4499969482422,248.02999877929688,300630,0.0,0.0
2024-11-01 15:00:00-04:00,248.0135040283203,248.16000366210938,247.6999969482422,248.125,325138,0.0,0.0
2024-11-01 15:05:00-04:00,248.13999938964844,248.66990661621094,247.99000549316406,248.57000732421875,460905,0.0,0.0
2024-11-01 15:10:00-04:00,248.5601043701172,249.27000427246094,248.47999572753906,249.125,643012,0.0,0.0
2024-11-01 15:15:00-04:00,249.07000732421875,249.5500030517578,248.82009887695312,249.4434051513672,556975,0.0,0.0
2024-11-01 15:20:00-04:00,249.42999267578125,249.49000549316406,248.89999389648438,249.05999755859375,397115,0.0,0.0
2024-11-01 15:25:00-04:00,249.14390563964844,249.27999877929688,248.85000610351562,249.16000366210938,281782,0.0,0.0
2024-11-01 15:30:00-04:00,249.11500549316406,249.28990173339844,248.7111053466797,249.0023956298828,433858,0.0,0.0
2024-11-01 15:35:00-04:00,248.97000122070312,249.0854034423828,248.6999969482422,249.0299072265625,301188,0.0,0.0
2024-11-01 15:40:00-04:00,248.97999572753906,249.3300018310547,248.8675994873047,248.92990112304688,415551,0.0,0.0
2024-11-01 15:45:00-04:00,248.86000061035156,248.98989868164062,248.52000427246094,248.69000244140625,567356,0.0,0.0
2024-11-01 15:50:00-04:00,248.66000366210938,249.0,248.13999938964844,248.9582977294922,736896,0.0,0.0
2024-11-01 15:55:00-04:00,248.92999267578125,249.35989379882812,248.75999450683594,248.85000610351562,1585623,0.0,0.0
2024-11-04 09:30:00-05:00,244.55999755859375,245.32000732421875,241.44009399414062,241.67739868164062,6321326,0.0,0.0
2024-11-04 09:35:00-05:00,241.72000122070312,241.86000061035156,238.8800048828125,239.36000061035156,3456983,0.0,0.0
2024-11-04 09:40:00-05:00,239.38499450683594,241.33999633789062,238.91000366210938,241.0850067138672,2647186,0.0,0.0
2024-11-04 09:45:00-05:00,241.08999633789062,242.55999755859375,241.05999755859375,242.21499633789062,1895556,0.0,0.0
2024-11-04 09:50:00-05:00,242.22000122070312,243.47999572753906,242.0500946044922,243.43429565429688,1502271,0.0,0.0
2024-11-04 09:55:00-05:00,243.44000244140625,243.75999450683594,242.6999969482422,243.66000366210938,1117790,0.0,0.0
2024-11-04 10:00:00-05:00,243.6300048828125,244.47999572753906,243.13999938964844,243.30999755859375,1363473,0.0,0.0
2024-11-04 10:05:00-05:00,243.22999572753906,244.24000549316406,242.36399841308594,243.9499969482422,1249536,0.0,0.0
2024-11-04 10:10:00-05:00,243.96499633789062,244.2899932861328,243.2104949951172,243.6938934326172,829855,0.0,0.0
2024-11-04 10:15:00-05:00,243.68499755859375,245.64999389648438,243.610107421875,245.1428985595703,1672657,0.0,0.0
2024-11-04 10:20:00-05:00,245.17990112304688,246.5,245.0399932861328,246.35000610351562,1474198,0.0,0.0
2024-11-04 10:25:00-05:00,246.41000366210938,246.9199981689453,245.85000610351562,246.27000427246094,1253590,0.0,0.0
2024-11-04 10:30:00-05:00,246.27000427246094,246.3300018310547,245.64010620117188,246.17999267578125,853955,0.0,0.0
2024-11-04 10:35:00-05:00,246.11830139160156,247.1999969482422,246.11830139160156,246.18499755859375,1043156,0.0,0.0
2024-11-04 10:40:00-05:00,246.16229248046875,247.07989501953125,246.02000427246094,246.74310302734375,810254,0.0,0.0
2024-11-04 10:45:00-05:00,246.8300018310547,247.97000122070312,246.30999755859375,247.9499969482422,1043183,0.0,0.0
2024-11-04 10:50:00-05:00,247.91009521484375,248.47000122070312,247.74000549316406,248.3800048828125,1042019,0.0,0.0
2024-11-04 10:55:00-05:00,248.3800048828125,248.7198944091797,247.92010498046875,248.0998992919922,867167,0.0,0.0
2024-11-04 11:00:00-05:00,248.0800018310547,248.58839416503906,247.60000610351562,247.69760131835938,844799,0.0,0.0
2024-11-04 11:05:00-05:00,247.64999389648438,248.31430053710938,247.39999389648438,248.11880493164062,687146,0.0,0.0
2024-11-04 11:10:00-05:00,248.10279846191406,248.89999389648438,248.10009765625,248.23500061035156,907026,0.0,0.0
2024-11-04 11:15:00-05:00,248.2373046875,248.44000244140625,247.53990173339844,247.6927947998047,560980,0.0,0.0
2024-11-04 11:20:00-05:00,247.69549560546875,247.6999053955078,246.20889282226562,246.24020385742188,965188,0.0,0.0
2024-11-04 11:25:00-05:00,246.2115020751953,246.37890625,245.77000427246094,246.02000427246094,1188851,0.0,0.0
2024-11-04 11:30:00-05:00,246.00689697265625,246.25999450683594,245.42999267578125,245.86399841308594,1148760,0.0,0.0
2024-11-04 11:35:00-05:00,245.88499450683594,246.1199951171875,244.85000610351562,244.9510955810547,1070082,0.0,0.0
2024-11-04 11:40:00-05:00,244.9199981689453,245.38999938964844,244.3699951171875,244.67010498046875,945984,0.0,0.0
2024-11-04 11:45:00-05:00,244.72000122070312,244.89999389648438,244.17999267578125,244.6300048828125,818439,0.0,0.0
2024-11-04 11:50:00-05:00,244.7288055419922,244.9600067138672,244.22000122070312,244.74440002441406,757795,0.0,0.0
2024-11-04 11:55:00-05:00,244.7397003173828,245.1199951171875,243.92999267578125,245.11000061035156,1070006,0.0,0.0
2024-11-04 12:00:00-05:00,245.08999633789062,245.41000366210938,244.6999969482422,244.77999877929688,756967,0.0,0.0
2024-11-04 12:05:00-05:00,244.70489501953125,244.89999389648438,243.64999389648438,243.75509643554688,814496,0.0,0.0
2024-11-04 12:10:00-05:00,243.7100067138672,244.29989624023438,243.6999969482422,244.13999938964844,513737,0.0,0.0
2024-11-04 12:15:00-05:00,244.17739868164062,244.32000732421875,243.41000366210938,243.42999267578125,661497,0.0,0.0
2024-11-04 12:20:00-05:00,243.45989990234375,244.74000549316406,243.41000366210938,244.6988983154297,924139,0.0,0.0
2024-11-04 12:25:00-05:00,244.69000244140625,244.77999877929688,244.5,244.58799743652344,387986,0.0,0.0
2024-11-04 12:30:00-05:00,244.67999267578125,244.8800048828125,244.25,244.68499755859375,424675,0.0,0.0
2024-11-04 12:35:00-05:00,244.69949340820312,245.17999267578125,244.6501007080078,244.889892578125,568190,0.0,0.0
2024-11-04 12:40:00-05:00,244.88999938964844,245.0800018310547,244.7100067138672,245.0135040283203,283969,0.0,0.0
2024-11-04 12:45:00-05:00,245.02169799804688,245.60000610351562,244.9700927734375,245.15750122070312,575284,0.0,0.0
2024-11-04 12:50:00-05:00,245.22999572753906,245.4398956298828,244.89059448242188,245.37010192871094,342954,0.0,0.0
2024-11-04 12:55:00-05:00,245.44000244140625,245.5500030517578,245.00999450683594,245.06500244140625,263959,0.0,0.0
2024-11-04 13:00:00-05:00,245.0399932861328,245.556396484375,244.85000610351562,244.8800048828125,517358,0.0,0.0
2024-11-04 13:05:00-05:00,244.9176025390625,244.97000122070312,244.1999969482422,244.3699951171875,499774,0.0,0.0
2024-11-04 13:10:00-05:00,244.41000366210938,245.23989868164062,244.35009765625,244.92990112304688,466943,0.0,0.0
2024-11-04 13:15:00-05:00,244.9149932861328,245.19000244140625,244.38009643554688,244.60629272460938,352892,0.0,0.0
2024-11-04 13:20:00-05:00,244.60000610351562,245.1699981689453,244.4600067138672,245.07000732421875,422316,0.0,0.0
2024-11-04 13:25:00-05:00,245.10000610351562,245.30499267578125,244.7100067138672,244.80990600585938,345837,0.0,0.0
2024-11-04 13:30:00-05:00,244.80059814453125,244.80990600585938,244.25010681152344,244.52000427246094,408447,0.0,0.0
2024-11-04 13:35:00-05:00,244.531005859375,245.1999969482422,244.4958953857422,245.00999450683594,349019,0.0,0.0
2024-11-04 13:40:00-05:00,245.0399932861328,245.2899932861328,244.89999389648438,245.0644073486328,272716,0.0,0.0
2024-11-04 13:45:00-05:00,245.02999877929688,245.19020080566406,244.5399932861328,244.8300018310547,754407,0.0,0.0
2024-11-04 13:50:00-05:00,244.80999755859375,245.08700561523438,244.44000244140625,244.53819274902344,239256,0.0,0.0
2024-11-04 13:55:00-05:00,244.52999877929688,244.64990234375,244.05999755859375,244.13999938964844,439796,0.0,0.0
2024-11-04 14:00:00-05:00,244.17990112304688,244.41000366210938,243.89999389648438,244.0601043701172,505197,0.0,0.0
2024-11-04 14:05:00-05:00,244.12579345703125,244.66000366210938,244.05999755859375,244.33279418945312,416781,0.0,0.0
2024-11-04 14:10:00-05:00,244.3000030517578,244.5500030517578,244.0,244.36639404296875,292963,0.0,0.0
2024-11-04 14:15:00-05:00,244.38999938964844,244.49989318847656,244.085693359375,244.43499755859375,213066,0.0,0.0
2024-11-04 14:20:00-05:00,244.41619873046875,244.6367950439453,244.07009887695312,244.20989990234375,332923,0.0,0.0
2024-11-04 14:25:00-05:00,244.20640563964844,244.54429626464844,243.5435028076172,243.72500610351562,462196,0.0,0.0
2024-11-04 14:30:00-05:00,243.67999267578125,244.5,243.52999877929688,244.3800048828125,508990,0.0,0.0
2024-11-04 14:35:00-05:00,244.42990112304688,244.6699981689453,244.25999450683594,244.63999938964844,340915,0.0,0.0
2024-11-04 14:40:00-05:00,244.61000061035156,244.8300018310547,244.4001007080078,244.5050048828125,293361,0.0,0.0
2024-11-04 14:45:00-05:00,244.47999572753906,244.65989685058594,244.24009704589844,244.49639892578125,211379,0.0,0.0
2024-11-04 14:50:00-05:00,244.47999572753906,244.75,244.30999755859375,244.46499633789062,147857,0.0,0.0
2024-11-04 14:55:00-05:00,244.47520446777344,244.55499267578125,244.27999877929688,244.2899932861328,196930,0.0,0.0
2024-11-04 15:00:00-05:00,244.2845001220703,244.639892578125,244.05999755859375,244.1199951171875,405077,0.0,0.0
2024-11-04 15:05:00-05:00,244.148193359375,244.1696014404297,243.72999572753906,243.7801055908203,384347,0.0,0.0
2024-11-04 15:10:00-05:00,243.74000549316406,243.77999877929688,242.9001007080078,243.08990478515625,825365,0.0,0.0
2024-11-04 15:15:00-05:00,243.02000427246094,243.2899932861328,242.77000427246094,243.2100067138672,534193,0.0,0.0
2024-11-04 15:20:00-05:00,243.22999572753906,243.39999389648438,243.0399932861328,243.38999938964844,370646,0.0,0.0
2024-11-04 15:25:00-05:00,243.3800048828125,243.74000549316406,243.32000732421875,243.38999938964844,450731,0.0,0.0
2024-11-04 15:30:00-05:00,243.35000610351562,243.39340209960938,242.4499969482422,242.48129272460938,769417,0.0,0.0
2024-11-04 15:35:00-05:00,242.53399658203125,242.53399658203125,241.89999389648438,242.08140563964844,917743,0.0,0.0
2024-11-04 15:40:00-05:00,242.08990478515625,242.79989624023438,242.0511016845703,242.6824951171875,576658,0.0,0.0
2024-11-04 15:45:00-05:00,242.70460510253906,242.95620727539062,242.5500030517578,242.66990661621094,500794,0.0,0.0
2024-11-04 15:50:00-05:00,242.6999969482422,243.33990478515625,242.50999450683594,242.9600067138672,699301,0.0,0.0
2024-11-04 15:55:00-05:00,242.97999572753906,243.02999877929688,242.66000366210938,242.83009338378906,1069862,0.0,0.0
2024-11-05 09:30:00-05:00,247.39999389648438,249.41000366210938,246.36000061035156,249.22259521484375,4946437,0.0,0.0
2024-11-05 09:35:00-05:00,249.18020629882812,252.79989624023438,248.9499969482422,252.3800048828125,3399518,0.0,0.0
2024-11-05 09:40:00-05:00,252.39999389648438,253.14990234375,251.11000061035156,252.57400512695312,2836311,0.0,0.0
2024-11-05 09:45:00-05:00,252.58999633789062,252.89999389648438,251.55999755859375,252.13999938964844,1485754,0.0,0.0
2024-11-05 09:50:00-05:00,252.14999389648438,253.22000122070312,251.32000732421875,251.71200561523438,1818333,0.0,0.0
2024-11-05 09:55:00-05:00,251.75,252.47999572753906,250.60000610351562,251.28990173339844,1575446,0.0,0.0
2024-11-05 10:00:00-05:00,251.2899932861328,252.1999969482422,250.9001007080078,251.91990661621094,1237763,0.0,0.0
2024-11-05 10:05:00-05:00,251.8800048828125,253.3699951171875,251.8300018310547,253.2960968017578,1515924,0.0,0.0
2024-11-05 10:10:00-05:00,253.3000030517578,253.49989318847656,251.5500030517578,252.1699981689453,1315585,0.0,0.0
2024-11-05 10:15:00-05:00,252.16000366210938,252.4398956298828,251.61000061035156,252.1699981689453,858466,0.0,0.0
2024-11-05 10:20:00-05:00,252.1999969482422,252.3446044921875,250.80999755859375,250.9600067138672,1448694,0.0,0.0
2024-11-05 10:25:00-05:00,250.99000549316406,251.1999053955078,250.27000427246094,251.1230010986328,1291625,0.0,0.0
2024-11-05 10:30:00-05:00,251.1793975830078,251.25999450683594,250.36000061035156,251.10000610351562,917474,0.0,0.0
2024-11-05 10:35:00-05:00,251.04820251464844,251.22999572753906,250.38009643554688,250.94000244140625,742155,0.0,0.0
2024-11-05 10:40:00-05:00,250.9364013671875,252.10000610351562,250.6501007080078,252.0854034423828,919249,0.0,0.0
2024-11-05 10:45:00-05:00,252.10000610351562,252.27740478515625,251.6199951171875,251.98089599609375,624327,0.0,0.0
2024-11-05 10:50:00-05:00,251.97999572753906,252.04750061035156,251.0301055908203,251.28750610351562,561540,0.0,0.0
2024-11-05 10:55:00-05:00,251.2550048828125,251.2572021484375,250.5749969482422,251.07000732421875,568852,0.0,0.0
2024-11-05 11:00:00-05:00,251.0500030517578,251.0948028564453,250.4499969482422,250.95379638671875,492568,0.0,0.0
2024-11-05 11:05:00-05:00,250.94000244140625,251.32000732421875,250.64100646972656,250.77999877929688,473504,0.0,0.0
2024-11-05 11:10:00-05:00,250.82479858398438,251.6999969482422,250.75,251.5800018310547,534675,0.0,0.0
2024-11-05 11:15:00-05:00,251.60910034179688,251.66000366210938,251.3000030517578,251.4600067138672,408839,0.0,0.0
2024-11-05 11:20:00-05:00,251.5,252.13999938964844,251.1199951171875,252.02000427246094,1436689,0.0,0.0
2024-11-05 11:25:00-05:00,252.0399932861328,252.17999267578125,251.80029296875,251.9499969482422,356397,0.0,0.0
2024-11-05 11:30:00-05:00,251.9499969482422,252.79269409179688,251.85000610351562,252.74000549316406,659842,0.0,0.0
2024-11-05 11:35:00-05:00,252.69000244140625,253.37399291992188,252.62010192871094,253.16000366210938,751493,0.0,0.0
2024-11-05 11:40:00-05:00,253.14010620117188,253.47500610351562,252.6199951171875,253.4698944091797,716607,0.0,0.0
2024-11-05 11:45:00-05:00,253.4799041748047,253.69000244140625,253.02999877929688,253.0399932861328,759165,0.0,0.0
2024-11-05 11:50:00-05:00,253.0500030517578,253.10989379882812,252.60000610351562,252.7803955078125,560621,0.0,0.0
2024-11-05 11:55:00-05:00,252.77999877929688,253.10000610351562,252.47000122070312,253.0590057373047,534763,0.0,0.0
2024-11-05 12:00:00-05:00,253.02999877929688,253.19000244140625,252.63999938964844,253.0854949951172,416818,0.0,0.0
2024-11-05 12:05:00-05:00,253.0800018310547,253.3699951171875,252.42999267578125,252.52000427246094,520631,0.0,0.0
2024-11-05 12:10:00-05:00,252.5399932861328,253.61000061035156,252.5399932861328,253.55799865722656,499916,0.0,0.0
2024-11-05 12:15:00-05:00,253.57339477539062,253.97999572753906,253.14999389648438,253.66000366210938,1270110,0.0,0.0
2024-11-05 12:20:00-05:00,253.7198944091797,254.6999969482422,253.58099365234375,254.43699645996094,932552,0.0,0.0
2024-11-05 12:25:00-05:00,254.41000366210938,254.7100067138672,254.13999938964844,254.5240020751953,518163,0.0,0.0
2024-11-05 12:30:00-05:00,254.50999450683594,254.5946044921875,254.1999969482422,254.3520050048828,376018,0.0,0.0
2024-11-05 12:35:00-05:00,254.36000061035156,254.6300048828125,253.92010498046875,254.0449981689453,457567,0.0,0.0
2024-11-05 12:40:00-05:00,254.06959533691406,254.41990661621094,253.86000061035156,254.38009643554688,355743,0.0,0.0
2024-11-05 12:45:00-05:00,254.42999267578125,254.92999267578125,254.35000610351562,254.91000366210938,581559,0.0,0.0
2024-11-05 12:50:00-05:00,254.88499450683594,254.92999267578125,254.5301055908203,254.67999267578125,363076,0.0,0.0
2024-11-05 12:55:00-05:00,254.6699981689453,254.70770263671875,254.2100067138672,254.47999572753906,359883,0.0,0.0
2024-11-05 13:00:00-05:00,254.47320556640625,254.60000610351562,254.13999938964844,254.5,333730,0.0,0.0
2024-11-05 13:05:00-05:00,254.5467987060547,254.89999389648438,254.360107421875,254.7100067138672,369923,0.0,0.0
2024-11-05 13:10:00-05:00,254.74000549316406,254.74000549316406,253.92999267578125,254.11000061035156,448653,0.0,0.0
2024-11-05 13:15:00-05:00,254.12440490722656,254.63999938964844,254.06500244140625,254.47999572753906,312123,0.0,0.0
2024-11-05 13:20:00-05:00,254.5,254.6999969482422,254.293701171875,254.52000427246094,290013,0.0,0.0
2024-11-05 13:25:00-05:00,254.51060485839844,254.51060485839844,254.09190368652344,254.14999389648438,244382,0.0,0.0
2024-11-05 13:30:00-05:00,254.19000244140625,254.4199981689453,253.9600067138672,254.0399932861328,390565,0.0,0.0
2024-11-05 13:35:00-05:00,254.076904296875,254.08309936523438,253.64999389648438,253.8000030517578,525293,0.0,0.0
2024-11-05 13:40:00-05:00,253.81500244140625,254.50999450683594,253.44009399414062,254.47999572753906,634036,0.0,0.0
2024-11-05 13:45:00-05:00,254.49530029296875,254.8800048828125,254.4499969482422,254.57000732421875,533366,0.0,0.0
2024-11-05 13:50:00-05:00,254.55999755859375,254.82989501953125,254.4001007080078,254.8000030517578,358150,0.0,0.0
2024-11-05 13:55:00-05:00,254.8000030517578,255.19000244140625,254.60009765625,254.908203125,641399,0.0,0.0
2024-11-05 14:00:00-05:00,254.92340087890625,255.2799072265625,254.77000427246094,254.95010375976562,625757,0.0,0.0
2024-11-05 14:05:00-05:00,254.97500610351562,255.0,254.44000244140625,254.61990356445312,520037,0.0,0.0
2024-11-05 14:10:00-05:00,254.61000061035156,254.67999267578125,254.27259826660156,254.47000122070312,407471,0.0,0.0
2024-11-05 14:15:00-05:00,254.44000244140625,254.4499969482422,254.21009826660156,254.2899932861328,107720,0.0,0.0
2024-11-05 14:20:00-05:00,254.3000030517578,254.4499969482422,254.17999267578125,254.3249969482422,274946,0.0,0.0
2024-11-05 14:25:00-05:00,254.35000610351562,254.86570739746094,254.3437957763672,254.39999389648438,435506,0.0,0.0
2024-11-05 14:30:00-05:00,254.39999389648438,254.4346923828125,253.92999267578125,254.03500366210938,415036,0.0,0.0
2024-11-05 14:35:00-05:00,254.01930236816406,254.3800048828125,253.83030700683594,254.21499633789062,428032,0.0,0.0
2024-11-05 14:40:00-05:00,254.26690673828125,254.57960510253906,254.2100067138672,254.4199981689453,317124,0.0,0.0
2024-11-05 14:45:00-05:00,254.44940185546875,254.47999572753906,254.00999450683594,254.02999877929688,286108,0.0,0.0
2024-11-05 14:50:00-05:00,254.043701171875,254.043701171875,252.72999572753906,252.75050354003906,828219,0.0,0.0
2024-11-05 14:55:00-05:00,252.75,252.8498992919922,251.61000061035156,251.85000610351562,1211179,0.0,0.0
2024-11-05 15:00:00-05:00,251.8000030517578,252.47999572753906,251.3699951171875,251.92550659179688,1016094,0.0,0.0
2024-11-05 15:05:00-05:00,251.99000549316406,252.7100067138672,251.9499969482422,252.67010498046875,625045,0.0,0.0
2024-11-05 15:10:00-05:00,252.6750030517578,253.0800018310547,252.60000610351562,252.7834014892578,564810,0.0,0.0
2024-11-05 15:15:00-05:00,252.7100067138672,252.75990295410156,252.3800048828125,252.5399932861328,363208,0.0,0.0
2024-11-05 15:20:00-05:00,252.5500030517578,252.5998992919922,251.67999267578125,251.83900451660156,522828,0.0,0.0
2024-11-05 15:25:00-05:00,251.8300018310547,252.2899932861328,251.5800018310547,252.1999969482422,546537,0.0,0.0
2024-11-05 15:30:00-05:00,252.17999267578125,253.11990356445312,252.0301055908203,253.02090454101562,747130,0.0,0.0
2024-11-05 15:35:00-05:00,253.03500366210938,253.17999267578125,252.70559692382812,252.85000610351562,472132,0.0,0.0
2024-11-05 15:40:00-05:00,252.85000610351562,252.8800048828125,252.16009521484375,252.28990173339844,523755,0.0,0.0
2024-11-05 15:45:00-05:00,252.22999572753906,252.29989624023438,251.55999755859375,251.84469604492188,728170,0.0,0.0
2024-11-05 15:50:00-05:00,251.8000030517578,251.89999389648438,251.42010498046875,251.5832977294922,661545,0.0,0.0
2024-11-05 15:55:00-05:00,251.60000610351562,251.67999267578125,250.8300018310547,251.5,1754339,0.0,0.0
